Country,Document,DocYear,Element,ElementLabel,ElementText,Sector,TargetTime,TargetValue,TargetUnit ,TargetMetric,TargetBaseYear,TargetBaseValue,IndicatorType,Specific,Measurable,Achievable,Relevant,Timebound
Sudan,NAP,2016,Action,Measure - Darfour states,Rehabilitation of the natural rangelands and management of animal rotes.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Environmental and forest conservation.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Soil conservation measures and best practices.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Wildlife conservation.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Alternative renewable energies to reduce dependency on biomass.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Improving animal productivity and animal breeds.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Upgrading and improving veterinary services.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Water Sector adaptation: Integrated Management of the Water Resources,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Management and development of the water resources to meet the current and  future needs.,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Achieving water security.,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,"Water harvesting (dams, hafirs, terraces, etc.).",Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Health Sector adaptation: Reducing Climate Induced Diseases and Mortalities,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Combating vectors and insects that borne diseases.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Improving primary health care services.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Providing services for a healthy environment.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Improving the general health services and build awareness.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Capacity Building and awareness raising: Increasing Production and Productivity through the technical cadres and the CBOs,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Building the capacities of all the relevant stakeholders in adaptation to climate change.,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,"Raising awareness about building resilience in the agricultural, water and health sectors",Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Research and observation,Research,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,"Development and dissemination of technologies for adaptation to the impacts of climate change in the agricultural, water and health
sectors.",Research,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Establishment of databases.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Provision of political support at the state level.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Mainstreaming of the adaptation programmes in the strategic plans of the states.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Activation and enactment of legislations that ensure the conservation of natural resources.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,"Transparency, responsibility and accountability.",General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Establishment of the CBOs and ensuring their active participation in all the adaptation programmes.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Government commitment and provision of support to local component to encourage the external funding by donors.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,"Undertaking concerted efforts to achieve effective horizontal and vertical coordination between all the stakeholders (the Climate Change Unit and the line ministries, the states and the relevant state organizations, the local leaders, the CBOs, etc.",General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Darfour states,Commitment to training and capacity building and awareness raising among relevant actors at all levels.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Combating desertification through using underground water.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Making use of the available microfinance opportunities.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Poverty reduction.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing early warning systems to minimize the impacts of climatic hazards.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Political reform in the region and social coherence to achieve food security.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,"Establishing coordination and cooperation councilswithlinkto the national, regional and international research institutions.",Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Develop policies that support the local and international market needs.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,The rational use of the natural resources and developing heat and drought resistant varieties.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Providing support to agriculture and scientific research to overcome production barriers.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,"Providing support to scientific research in water harvesting, agro!forestry and the use of renewable energy (solar and wind).",Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Provisions of technologies to build the resilience of the vulnerable communities.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Enhancing knowledge about adaptation and mitigation through developing suitable audio!visual media messages.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Studying the impacts of climate change on the soil.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Encouraging the use of non!woodforestry products.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Providing technical support in the area of meteorological and research.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Undertaking surveys and follows up of the climate change impacts on the biodiversity especially in the parks.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,integration of climate change in the curricula of the universities.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,"Integrated waste management through awareness management, recycling and reuse.",Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Ensuring the participation of all the relevant stakeholders especially the CSOs in the adaptation to climate change activities,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Increasing agricultural production and productivity and developing the Livelihoods,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Using modern appropriate technologies,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Achieving food security,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Adding value to the agricultural products,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Rebuilding/restocking the animal herds in affected areas,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Supplementary feeding,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Improving the environment for the local breeds,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Training and capacity building,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Improving marketing,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Improving veterinary services,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Better management of animal stock and composition,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Conserving the germplasm,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Conservation and development of the natural resources (rangelands and forestry),Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Replanting of the palatable range plants,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Establishment of range enclosures to study the effect of climatic changes,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Establishment of community ranches,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Introducing the manufacturing of concentrated fodders,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Joint management of the natural resources,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Raising environmental awareness,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Using the agricultural residues,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Encouraging the establishment of community forests,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Introducing agroforestry practices,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Planting shelterbelts,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Planting the high economic value trees,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Establishing community tree nurseries,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Kordofan states,Using alternative energies to reduce dependency on unsustainable biomass sources,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Water programme,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Undertaking geophysical studies of the aquifers,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishment and rehabilitation of hand pumps,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Digging and rehabilitation of Hafirs.,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing water networks in the rural areas (provisions of drinking water).,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Building capacities to achieve integrated water resource management,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Health sector adaptation,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishment and rehabilitation of health centers,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Building the capacities of the health cadres,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Supporting family and school health programmes,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Promotion of ventilated improved latrines,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Combating transmitted disease,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Raising the health awareness of the communities,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,"Proper implementation of the  current  legislation related to environment, forests and protected areas.",Legislation,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing a Land Commission and enacting legislation that guarantees equitable access to land for all the users.,Legislation,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing climate change units within the development and strategic planning sectors.,Institutional set up,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing partnerships.,Institutional set up,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,"Involving the CSOs, Farmers and Pastoralists Unions and Traditional Leaders in adaptation programmes and projects.",Institutional set up,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Establishing Environmental Councils in the states that have no councils.,Institutional set up,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Kordofan states,Announcing a national environmental day in which the movement of vehicles would be stopped as a symbolic gesture of emission reduction,Institutional set up,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Water harvesting for humans and livestock,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of hafirs,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Digging wells,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Installing hand pumps,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of small dams,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of water quality laboratories,Water,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Rehabilitation of forests,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Planting shelterbelts,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of community forests,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of enclosures,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Rehabilitation of the Gum Arabic gardens,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Collection of tree seeds and planting them,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of tree nurseries,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Promotion of alternative energy,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Protection of forests and activation of the pertinent laws,Forests,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Agricultural Revival Programme,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Collection and reseeding of the range plants,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of range enclosures and ranches,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Opening fire lines,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Awareness raising,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Protection of range lands and activation of the pertinent laws,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Introduction of proper land preparation technologies,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Breeding of crop varieties that are adapted to the climate change,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Introduction of modern irrigation technologies,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Raising awareness about the hazards of pesticides and insecticides,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of transformative industries,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Capacity building of the stakeholders,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Planting date palm trees,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Health Improvement Programme,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of dispensaries and health centers,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Provision of primary health care services,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Raising health awareness,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Provision of water quality testing equipments,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Improving Livestock and Fish Production Programme,Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Mobile clinics,Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Provision of vaccines,Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Controlling of diseases shared between humans and animals,Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,"Provision of production facilities (animals, boats, nets, etc.)",Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Conservation of aquatic and terrestrial ecosystems,Livestock and fish,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Rehabilitation of the Rain fed Sector,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Application of suitable technologies for water harvesting,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Diversification of crops,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Breeding of crop varieties that are adapted to the climate change,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishment of transformative industries,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Organising the farmers in agricultural cooperatives,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Digging Hafirs (water storges),Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Improving the infrastructure,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Capacity building of the stakeholders,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishing dams and terraces,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Marketing,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Capacity building and Women Empowerment,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Building the capacities of all the stakeholders,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Establishing early warning units and meteorological stations,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Exchange visits between the states for experience sharing,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Undertaking research and studies related to reducing the impacts of climate change and increasing the resilience of the communities and the ecosystems,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Literacy classes,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Making the concepts of climate change part of the education curricula,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Raising the awareness of the politicians and the decision makers about the climate change issues,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Encouraging the establishment of women cooperative societies,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Supporting participatory research programmes,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Red Sea Strategic Ecosystem Management,Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,Scoping and establishment of community!based fishing organizations within Dungonab Village & Mohammed Qol.,Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,Assessment of distribution of benefits among communities and demonstration of benefits associated with collective and collaborative resource stewardship.,Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,"Demonstration of educational, communicational, capacity! enhancement and training opportunities for local communities in Dungonab and Mohammed Qol villages.",Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,Developing employment opportunities for locals in local tourism!based activities as forms of alternative livelihoods to expand local opportunities and to lessen fishing pressure.,Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,"Involvement of community!based organizations in MPA zoning and boundary demarcation and in monitoring and stock assessment activities for better compliance/enforcement and protection from overfishing, particularly of foreign fleets.",Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Activity - Eastern states,Demonstration of best practices for low!impact aquaculture of coral reef species.,Ecosystem management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Improved coastal zone management to reduce vulnerability to climate change,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,"Protection of critical areas, specifically areas sensitive to climate related risks.",Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Restoration of degraded areas to enhance their resilience to climate change,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Management of mangrove areas and addressing multiple stresses using approaches based on science and participation.,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Provisions for alternative livelihoods for mangrove!dependent communities to address drivers for mangrove destruction.,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Integration of adaptation options into coastal zone management planning to increase adaptive capacity of ecosystems and people.,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,"Assessment and monitoring of coastal ecosystems (including area, resources, resilience etc)",Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Integration of ecosystem!based and resilient building approaches in coastal zone management and development,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure component - Eastern States,Exploration of options for investment and finance flow to support ecosystems conservation and maximization of their benefits to livelihoods,Coastal management,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Establishment of community based committees that are linked to the NAP technical committees.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Ensure consistency between the federal and state laws that govern the environment and natural resources,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Building the capacities of the institutions working in environmental conservation and food security,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,"Fund raising at the local, national and international level to support the adaptation programmes",Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Provision of local component to all the donor funded projects,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Tapping the resources available at the micro finance institutions to increase the resilience of the communities,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Introduction of appropriate modern technologies,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Making use of the local knowledge and encouraging exchange of experiences between the states,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,The rational use of pesticides and insecticides,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Conservation of biodiversity,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Provision of primary health services,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Legislation to protect the communities’ rights in their local resources,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Eastern States,Empowerment of local communities for more active involvement in decision making and practicing stock assessment and protecting their local resources,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Primary health care.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Environmental health.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Vectors control.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Water borne diseases.,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Epidemics early warning systems,Health,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Resettlement and alternative sustainable livelihoods.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Provisions of improved early maturing varieties.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Rangelands improvement (rehabilitation and management).,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Trees planting through reseeding.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Crop diversification and introduction of improved varieties.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Improving the current irrigation systems to suit the fluctuations of the River water flow levels.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Provision of small irrigation pumps to the farmers.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,"Establishing of shelterbelts, community forests and agroforestry.",Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Production of fruit trees.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Utilization of the treated sanitation water to irrigate the shelterbelts.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Increasing productivity through selection of the best breeds.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Improving the veterinary services and the abattoirs.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Aquaculture and sustainable fishing.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Establishing fodder units and increasing irrigated fodder crops.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Demonstration farms and training of the farmers.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Studying the impacts of climate change on the production of fruits especially date palm.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Management of the manure and agricultural residues to produce energy.,Agriculture,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Establishing Environmental Councils at the states and activating the ones that currently in existence.,Institutional,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,The Technical Committees of the NAP and NAPA at the states level can form a good basis for sustaining future work in the area of adaptation to climate change,Institutional,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Introducing technologies best practices in the agricultural sector to increase production and productivity.,Research,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Providing resources for research in the area of adaptation to climate change.,Research,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Drawing policies that clearly define the capacity building needs in adaptation and the modalities of their implementation.,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Capacity building of all the stakeholders.,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Raising the awareness of the decision makers about climate change issues.,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Raising the awareness of the local communities about adaptation to climate change.,Capacity building,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Mainstreaming of the NAP in the development plans of the states.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Updating and activating the environmental policies and legislation.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Attaining sustainable development and poverty reduction.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Supporting the sustainable use of the fisheries and encouraging investments in this sector.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Implementing the best environmental practices to conserve the vegetation cover.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Water policies should be developed to gurantee the sustainable use of this resource.,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Nile states,Policies should be developed to increase the vegetative cover (forests and range lands).,General,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Central states,Optimal use of the water resources (the Nile and underground waters) and adopting effective water harvesting techniques.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Central states,Sustainable use of the fish and livestock resources.,Policies,,,,,,,,,,,,
Sudan,NAP,2016,Action,Measure - Central states,Using the results of the scientific research in the area of climate change to increase agricultural production.,Policies,,,,,,,,,,,,
